,athlete_id,athlete_name,year,school_name,rushing_yards,rushing_attempts,Rnd,Pick,Tm,Pos,Age,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,year_drafted
1269,531076,D.Johnson,2012,Texas,200.0,29.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1270,531076,D.Johnson,2012,Texas,200.0,29.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1210,382633,D.Johnson,2009,Arkansas,321.0,53.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1209,382633,D.Johnson,2009,Arkansas,321.0,53.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1271,531076,D.Johnson,2012,Texas,200.0,29.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1222,383771,D.Johnson,2009,Tulsa,23.0,2.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1272,531076,D.Johnson,2013,Texas,140.0,24.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1274,531076,D.Johnson,2013,Texas,140.0,24.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1275,531076,D.Johnson,2014,Texas,88.0,7.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1215,382633,D.Johnson,2011,Arkansas,691.0,109.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1216,382633,D.Johnson,2011,Arkansas,691.0,109.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1217,382633,D.Johnson,2011,Arkansas,691.0,109.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1218,382633,D.Johnson,2012,Arkansas,757.0,137.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1219,382633,D.Johnson,2012,Arkansas,757.0,137.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1220,382633,D.Johnson,2012,Arkansas,757.0,137.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1273,531076,D.Johnson,2013,Texas,140.0,24.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1212,382633,D.Johnson,2010,Arkansas,83.0,9.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1279,535147,D.Johnson,2014,Michigan,361.0,60.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1280,535147,D.Johnson,2014,Michigan,361.0,60.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1234,499005,D.Johnson,2011,Northern Iowa,36.0,10.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1233,499005,D.Johnson,2011,Northern Iowa,36.0,10.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1232,385721,D.Johnson,2012,Southern Mississippi,50.0,8.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1231,385721,D.Johnson,2012,Southern Mississippi,50.0,8.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1230,385721,D.Johnson,2012,Southern Mississippi,50.0,8.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1229,385721,D.Johnson,2010,Southern Mississippi,122.0,18.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1228,385721,D.Johnson,2010,Southern Mississippi,122.0,18.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1227,385721,D.Johnson,2010,Southern Mississippi,122.0,18.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1226,383771,D.Johnson,2010,Tulsa,26.0,1.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1225,383771,D.Johnson,2010,Tulsa,26.0,1.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1248,499959,D.Johnson,2012,Wofford,46.0,10.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1224,383771,D.Johnson,2010,Tulsa,26.0,1.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1223,383771,D.Johnson,2009,Tulsa,23.0,2.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1211,382633,D.Johnson,2009,Arkansas,321.0,53.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1246,499959,D.Johnson,2011,Wofford,56.0,10.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1281,3139602,D.Johnson,2014,South Florida,22.0,7.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1282,3139602,D.Johnson,2014,South Florida,22.0,7.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1283,3139602,D.Johnson,2014,South Florida,22.0,7.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1247,499959,D.Johnson,2011,Wofford,56.0,10.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1237,499005,D.Johnson,2012,Northern Iowa,95.0,24.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1245,499959,D.Johnson,2011,Wofford,56.0,10.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1244,499005,D.Johnson,2014,Northern Iowa,34.0,13.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1243,499005,D.Johnson,2014,Northern Iowa,34.0,13.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1242,499005,D.Johnson,2014,Northern Iowa,34.0,13.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1241,499005,D.Johnson,2013,Northern Iowa,199.0,23.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1240,499005,D.Johnson,2013,Northern Iowa,199.0,23.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1239,499005,D.Johnson,2013,Northern Iowa,199.0,23.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1238,499005,D.Johnson,2012,Northern Iowa,95.0,24.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
678,237134,D.Jones,2011,North Carolina,11.0,2.0,4.0,112.0,TEN,DT,22.0,5.0,26.0,26.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,7.0,Penn St.,2014
679,384789,D.Jones,2009,Arkansas State,28.0,6.0,1.0,26.0,GNB,DE,23.0,0.0,10.0,9.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,10.0,UCLA,2013
680,384789,D.Jones,2009,Arkansas State,28.0,6.0,7.0,250.0,MIA,DB,23.0,0.0,2.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,Arkansas St.,2013
681,384789,D.Jones,2009,Arkansas State,28.0,6.0,4.0,112.0,TEN,DT,22.0,5.0,26.0,26.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,7.0,Penn St.,2014
677,237134,D.Jones,2011,North Carolina,11.0,2.0,7.0,250.0,MIA,DB,23.0,0.0,2.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,Arkansas St.,2013
676,237134,D.Jones,2011,North Carolina,11.0,2.0,1.0,26.0,GNB,DE,23.0,0.0,10.0,9.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,10.0,UCLA,2013
682,508193,D.Jones,2012,South Alabama,19.0,1.0,1.0,26.0,GNB,DE,23.0,0.0,10.0,9.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,10.0,UCLA,2013
685,545462,D.Jones,2013,Minnesota,73.0,16.0,1.0,26.0,GNB,DE,23.0,0.0,10.0,9.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,10.0,UCLA,2013
686,545462,D.Jones,2013,Minnesota,73.0,16.0,7.0,250.0,MIA,DB,23.0,0.0,2.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,Arkansas St.,2013
688,545462,D.Jones,2014,Minnesota,22.0,4.0,1.0,26.0,GNB,DE,23.0,0.0,10.0,9.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,10.0,UCLA,2013
689,545462,D.Jones,2014,Minnesota,22.0,4.0,7.0,250.0,MIA,DB,23.0,0.0,2.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,Arkansas St.,2013
690,545462,D.Jones,2014,Minnesota,22.0,4.0,4.0,112.0,TEN,DT,22.0,5.0,26.0,26.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,7.0,Penn St.,2014
684,508193,D.Jones,2012,South Alabama,19.0,1.0,4.0,112.0,TEN,DT,22.0,5.0,26.0,26.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,7.0,Penn St.,2014
687,545462,D.Jones,2013,Minnesota,73.0,16.0,4.0,112.0,TEN,DT,22.0,5.0,26.0,26.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,7.0,Penn St.,2014
683,508193,D.Jones,2012,South Alabama,19.0,1.0,7.0,250.0,MIA,DB,23.0,0.0,2.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,Arkansas St.,2013
1732,511341,D.King,2013,Vanderbilt,23.0,5.0,7.0,239.0,PHI,DE,23.0,0.0,1.0,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,2.5,Oklahoma,2013
112,170586,D.LeFevour,2009,Central Michigan,36.0,24.0,6.0,181.0,CHI,QB,23.0,0.0,,,,,,,,,,,,,,,,,,Central Michigan,2010
762,482840,D.Lewis,2009,Pittsburgh,95.0,19.0,7.0,234.0,BUF,WR,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Central Arkansas,2015
759,241306,D.Lewis,2010,Texas Tech,15.0,4.0,5.0,149.0,PHI,RB,20.0,1.0,26.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,505.0,2178.0,11.0,167.0,1213.0,6.0,1.0,,,Pittsburgh,2011
763,482840,D.Lewis,2010,Pittsburgh,41.0,12.0,5.0,149.0,PHI,RB,20.0,1.0,26.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,505.0,2178.0,11.0,167.0,1213.0,6.0,1.0,,,Pittsburgh,2011
764,482840,D.Lewis,2010,Pittsburgh,41.0,12.0,7.0,234.0,BUF,WR,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Central Arkansas,2015
765,504702,D.Lewis,2010,Arizona State,122.0,9.0,5.0,149.0,PHI,RB,20.0,1.0,26.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,505.0,2178.0,11.0,167.0,1213.0,6.0,1.0,,,Pittsburgh,2011
761,482840,D.Lewis,2009,Pittsburgh,95.0,19.0,5.0,149.0,PHI,RB,20.0,1.0,26.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,505.0,2178.0,11.0,167.0,1213.0,6.0,1.0,,,Pittsburgh,2011
766,504702,D.Lewis,2010,Arizona State,122.0,9.0,7.0,234.0,BUF,WR,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Central Arkansas,2015
768,504702,D.Lewis,2012,Arizona State,12.0,4.0,7.0,234.0,BUF,WR,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Central Arkansas,2015
769,504702,D.Lewis,2013,Arizona State,313.0,59.0,5.0,149.0,PHI,RB,20.0,1.0,26.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,505.0,2178.0,11.0,167.0,1213.0,6.0,1.0,,,Pittsburgh,2011
770,504702,D.Lewis,2013,Arizona State,313.0,59.0,7.0,234.0,BUF,WR,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Central Arkansas,2015
771,504702,D.Lewis,2014,Arizona State,190.0,41.0,5.0,149.0,PHI,RB,20.0,1.0,26.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,505.0,2178.0,11.0,167.0,1213.0,6.0,1.0,,,Pittsburgh,2011
772,504702,D.Lewis,2014,Arizona State,190.0,41.0,7.0,234.0,BUF,WR,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Central Arkansas,2015
767,504702,D.Lewis,2012,Arizona State,12.0,4.0,5.0,149.0,PHI,RB,20.0,1.0,26.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,505.0,2178.0,11.0,167.0,1213.0,6.0,1.0,,,Pittsburgh,2011
760,241306,D.Lewis,2010,Texas Tech,15.0,4.0,7.0,234.0,BUF,WR,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Central Arkansas,2015
546,515589,D.Martin,2012,Wake Forest,556.0,152.0,1.0,31.0,TAM,RB,23.0,6.0,39.0,35.0,84.0,0.0,0.0,0.0,0.0,0.0,1322.0,5356.0,30.0,148.0,1207.0,2.0,1.0,,,Boise St.,2012
547,515589,D.Martin,2013,Wake Forest,52.0,16.0,1.0,31.0,TAM,RB,23.0,6.0,39.0,35.0,84.0,0.0,0.0,0.0,0.0,0.0,1322.0,5356.0,30.0,148.0,1207.0,2.0,1.0,,,Boise St.,2012
544,232567,D.Martin,2010,Boise State,83.0,12.0,1.0,31.0,TAM,RB,23.0,6.0,39.0,35.0,84.0,0.0,0.0,0.0,0.0,0.0,1322.0,5356.0,30.0,148.0,1207.0,2.0,1.0,,,Boise St.,2012
545,232567,D.Martin,2011,Boise State,57.0,24.0,1.0,31.0,TAM,RB,23.0,6.0,39.0,35.0,84.0,0.0,0.0,0.0,0.0,0.0,1322.0,5356.0,30.0,148.0,1207.0,2.0,1.0,,,Boise St.,2012
506,191216,D.McCluster,2009,Ole Miss,985.0,147.0,2.0,36.0,KAN,WR,21.0,0.0,21.0,17.0,89.0,0.0,0.0,0.0,0.0,0.0,250.0,1042.0,2.0,236.0,1993.0,7.0,5.0,,,Mississippi,2010
137,174296,D.McCray,2009,Indiana,337.0,73.0,7.0,210.0,JAX,DB,22.0,1.0,8.0,8.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,,,Appalachian St.,2013
485,236013,D.Moore,2009,Tennessee,15.0,2.0,3.0,81.0,NYG,DE,20.0,0.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,10.0,Texas A&M,2013
486,236013,D.Moore,2010,Tennessee,82.0,7.0,5.0,148.0,OAK,WR,22.0,3.0,15.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,57.0,1.0,142.0,2169.0,17.0,7.0,,,Tennessee,2011
487,236013,D.Moore,2010,Tennessee,82.0,7.0,3.0,81.0,NYG,DE,20.0,0.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,10.0,Texas A&M,2013
488,241509,D.Moore,2009,Missouri,255.0,66.0,5.0,148.0,OAK,WR,22.0,3.0,15.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,57.0,1.0,142.0,2169.0,17.0,7.0,,,Tennessee,2011
489,241509,D.Moore,2009,Missouri,255.0,66.0,3.0,81.0,NYG,DE,20.0,0.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,10.0,Texas A&M,2013
490,241509,D.Moore,2010,Missouri,563.0,109.0,5.0,148.0,OAK,WR,22.0,3.0,15.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,57.0,1.0,142.0,2169.0,17.0,7.0,,,Tennessee,2011
491,241509,D.Moore,2010,Missouri,563.0,109.0,3.0,81.0,NYG,DE,20.0,0.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,10.0,Texas A&M,2013
483,190027,D.Moore,2010,Appalachian State,14.0,8.0,3.0,81.0,NYG,DE,20.0,0.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,10.0,Texas A&M,2013
482,190027,D.Moore,2010,Appalachian State,14.0,8.0,5.0,148.0,OAK,WR,22.0,3.0,15.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,57.0,1.0,142.0,2169.0,17.0,7.0,,,Tennessee,2011
484,236013,D.Moore,2009,Tennessee,15.0,2.0,5.0,148.0,OAK,WR,22.0,3.0,15.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,57.0,1.0,142.0,2169.0,17.0,7.0,,,Tennessee,2011
494,379709,D.Moore,2011,Montana,12.0,5.0,5.0,148.0,OAK,WR,22.0,3.0,15.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,57.0,1.0,142.0,2169.0,17.0,7.0,,,Tennessee,2011
493,241509,D.Moore,2011,Missouri,155.0,30.0,3.0,81.0,NYG,DE,20.0,0.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,10.0,Texas A&M,2013
492,241509,D.Moore,2011,Missouri,155.0,30.0,5.0,148.0,OAK,WR,22.0,3.0,15.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,57.0,1.0,142.0,2169.0,17.0,7.0,,,Tennessee,2011
495,379709,D.Moore,2011,Montana,12.0,5.0,3.0,81.0,NYG,DE,20.0,0.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,10.0,Texas A&M,2013
1617,500242,D.Morgan,2011,USC,233.0,60.0,1.0,16.0,TEN,DE,21.0,8.0,40.0,40.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,,44.5,Georgia Tech,2010
1618,500242,D.Morgan,2012,USC,201.0,41.0,1.0,16.0,TEN,DE,21.0,8.0,40.0,40.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,,44.5,Georgia Tech,2010
454,382372,D.Murray,2012,South Florida,148.0,23.0,3.0,71.0,DAL,RB,23.0,6.0,62.0,42.0,99.0,1.0,2.0,10.0,1.0,0.0,1604.0,7174.0,49.0,307.0,2165.0,6.0,5.0,,,Oklahoma,2011
451,382372,D.Murray,2009,South Florida,18.0,3.0,3.0,71.0,DAL,RB,23.0,6.0,62.0,42.0,99.0,1.0,2.0,10.0,1.0,0.0,1604.0,7174.0,49.0,307.0,2165.0,6.0,5.0,,,Oklahoma,2011
452,382372,D.Murray,2010,South Florida,104.0,24.0,3.0,71.0,DAL,RB,23.0,6.0,62.0,42.0,99.0,1.0,2.0,10.0,1.0,0.0,1604.0,7174.0,49.0,307.0,2165.0,6.0,5.0,,,Oklahoma,2011
453,382372,D.Murray,2011,South Florida,30.0,4.0,3.0,71.0,DAL,RB,23.0,6.0,62.0,42.0,99.0,1.0,2.0,10.0,1.0,0.0,1604.0,7174.0,49.0,307.0,2165.0,6.0,5.0,,,Oklahoma,2011
450,188948,D.Murray,2010,Oklahoma,1172.0,273.0,3.0,71.0,DAL,RB,23.0,6.0,62.0,42.0,99.0,1.0,2.0,10.0,1.0,0.0,1604.0,7174.0,49.0,307.0,2165.0,6.0,5.0,,,Oklahoma,2011
449,188948,D.Murray,2009,Oklahoma,758.0,174.0,3.0,71.0,DAL,RB,23.0,6.0,62.0,42.0,99.0,1.0,2.0,10.0,1.0,0.0,1604.0,7174.0,49.0,307.0,2165.0,6.0,5.0,,,Oklahoma,2011
1446,480988,D.Parker,2009,Troy,28.0,7.0,1.0,14.0,MIA,WR,22.0,3.0,15.0,15.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,2686.0,13.0,,,,Louisville,2015
1182,381982,D.Posey,2009,Ohio State,19.0,2.0,3.0,68.0,HOU,WR,22.0,0.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,22.0,272.0,0.0,,,,Ohio St.,2012
1120,513035,D.Roberts,2012,Indiana,300.0,83.0,7.0,247.0,NWE,CB,24.0,1.0,7.0,,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,3.0,,Marshall,2015
1122,513035,D.Roberts,2014,Indiana,558.0,122.0,7.0,247.0,NWE,CB,24.0,1.0,7.0,,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,3.0,,Marshall,2015
