,athlete_id,athlete_name,year,school_name,rushing_yards,rushing_attempts,Rnd,Pick,Tm,Pos,Age,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28
294,3728285,D.Croft,2017,Minnesota,373.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,
295,3728291,J.Femi-Cole,2017,Minnesota,42.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
296,3734940,Q.Weimerskirch,2017,Georgia Tech,80.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
297,3791110,T.Stevens,2017,Penn State,190.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
298,3791143,M.Jones,2017,Purdue,480.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
299,3843406,N.Brossette,2017,LSU,99.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
300,3843469,D.Dillon,2017,LSU,98.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
301,3843750,D.Guice,2017,LSU,1167.0,224.0,2.0,59.0,WAS,RB,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,3.0,20.0,0.0,,,,LSU,College Stats
302,3858264,A.Rodriguez,2017,Indiana,65.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
303,3858265,R.Brookins,2017,Indiana,88.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
304,3860070,S.Collins,2017,Oregon State,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
305,3862133,D.Brown,2017,Illinois,138.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
306,3871874,S.Peoples,2017,Virginia Tech,250.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,
307,3881270,R.Schadler,2017,Kansas,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
308,3882916,A.Lee,2017,Montana,17.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
309,3884368,J.Williams,2017,Washington State,381.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,
310,3886565,Q.Dormady,2017,Tennessee,26.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
311,3886634,A.Delton,2017,Kansas State,342.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
312,3886636,A.Barnes,2017,Kansas State,736.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
313,3886812,J.Browning,2017,Washington,25.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
314,3886818,M.Gaskin,2017,Washington,1341.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
315,3886835,T.Griffin,2017,Oregon,95.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
316,3886841,T.Brooks-James,2017,Oregon,492.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
317,3892775,J.Stidham,2017,Auburn,136.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,
318,3892833,Z.Mahoney,2017,Syracuse,44.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
319,3893625,N.Ralston,2017,Arizona State,22.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
320,3894912,T.Johnson,2017,Oklahoma State,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
321,3895431,T.Samuel,2017,Louisville,46.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
322,3895433,J.Smith,2017,Louisville,16.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
323,3895785,B.Dinucci,2017,Pittsburgh,152.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
324,3895788,D.Hall,2017,Pittsburgh,648.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,
325,3895789,Q.Henderson,2017,Pittsburgh,245.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
326,3895798,J.Whitehead,2017,Pittsburgh,142.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
327,3895827,T.Williams,2017,South Carolina,513.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,
328,3895838,N.Elliott,2017,North Carolina,134.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
329,3895844,J.Sutton,2017,North Carolina,81.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
330,3895856,C.Kirk,2017,Texas A&M,26.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
331,3908538,J.Randall,2017,Missouri State,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
332,3908966,N.Shuler,2017,Charleston Southern,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
333,3908976,T.Allen,2017,Northern Iowa,87.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
334,3909027,T.McCaster,2017,Youngstown State,73.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
335,3910334,S.McPherson,2017,Eastern Washington,57.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
336,3910372,J.Calhoun,2017,Montana,42.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
337,3910404,F.Hickson,2017,Liberty,17.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
338,3910492,T.Garrett,2017,Weber State,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
339,3910499,T.Prince,2017,Weber State,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
340,3910622,Z.Summers,2017,Portland State,106.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
341,3911524,T.Luke,2017,Furman,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
342,3911636,T.Adams,2017,Western Carolina,49.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
343,3912052,J.Walker,2017,Delaware,26.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
344,3912179,B.Britt,2017,William & Mary,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
345,3912188,T.McKee,2017,William & Mary,89.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
346,3912547,S.Darnold,2017,USC,88.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,
347,3912550,R.Jones,2017,USC,1533.0,260.0,2.0,38.0,TAM,RB,21.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,126.0,454.0,5.0,23.0,234.0,0.0,1.0,,,USC,College Stats
348,3912551,A.Ware,2017,USC,238.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,
349,3912571,K.Fulks,2017,Utah,29.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
350,3912984,L.McAfee,2017,Wofford,49.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
351,3912997,A.Stoddard,2017,Wofford,33.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
352,3914267,T.McGowan,2017,UCF,33.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
353,3914324,M.Young,2017,UMass,167.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
354,3914328,A.Isabella,2017,UMass,49.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
355,3914369,J.Dancy,2017,Louisiana Tech,45.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
356,3914399,M.Domer,2017,Bowling Green,46.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
357,3914534,J.Cox,2017,Old Dominion,58.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
358,3914541,G.Jackson,2017,Old Dominion,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
359,3914811,M.Broady,2017,Nevada,17.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
360,3914826,K.Moore,2017,Nevada,49.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
361,3915247,S.King,2017,Kentucky,335.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,
362,3915267,W.Matthews,2017,Kent State,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
363,3915381,J.Kelly,2017,Tennessee,906.0,208.0,6.0,176.0,LAR,RB,21.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,30.0,83.0,0.0,2.0,27.0,0.0,,,,Tennessee,College Stats
364,3915411,T.Johnson,2017,Maryland,1007.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,
365,3915416,D.Moore,2017,Maryland,61.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
366,3915436,S.Montez,2017,Colorado,338.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,
367,3915449,T.Thomason,2017,Clemson,37.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
368,3915457,M.Dunner,2017,Ball State,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
369,3915459,J.Gilbert,2017,Ball State,74.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
370,3915468,R.Neal,2017,Ball State,41.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
371,3915497,R.Ross,2017,Central Michigan,51.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
372,3915536,M.Weber,2017,Ohio State,637.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
373,3915577,J.Curry,2017,Samford,25.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
374,3915760,S.Dobbs,2017,Vanderbilt,47.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
375,3915823,K.Coutee,2017,Texas Tech,13.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
376,3915832,Q.Shorts,2017,Texas Tech,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
377,3915969,J.Moten,2017,Northwestern,57.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
378,3915984,J.Roberts,2017,Northwestern,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
379,3916206,B.West,2017,SMU,32.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
380,3916209,X.Jones,2017,SMU,37.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
381,3916369,E.Esukpa,2017,Rice,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
382,3916387,L.Jackson,2017,Louisville,1706.0,247.0,,,,,,,,,,,,,,,,,,,,,,,,,
383,3916389,T.Smith,2017,Louisville,146.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
384,3916430,N.Hines,2017,NC State,1121.0,196.0,4.0,104.0,IND,RB,21.0,0.0,6.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,107.0,380.0,2.0,90.0,643.0,2.0,1.0,,,North Carolina St.,College Stats
385,3916447,E.Dungey,2017,Syracuse,619.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,
386,3916451,D.Strickland,2017,Syracuse,509.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,
387,3916456,T.Perkins,2017,Syracuse,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
388,3916564,T.Jackson,2017,Buffalo,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
389,3916573,J.Hawkins,2017,Buffalo,21.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
390,3916635,B.Turner,2017,Eastern Michigan,37.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
391,3916721,L.Bellamy,2017,Western Michigan,169.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
392,3916726,J.Wassink,2017,Western Michigan,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
393,3916732,D.Tucker,2017,Western Michigan,12.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
394,3916803,D.Woolfolk,2017,Army,125.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
395,3916820,C.Holt,2017,Army,33.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
396,3916821,A.Davidson,2017,Army,118.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
397,3916899,A.Cantrell,2017,Arkansas,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
398,3916925,K.Johnson,2017,Auburn,1320.0,263.0,2.0,43.0,DET,RB,21.0,1.0,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,210.0,949.0,5.0,41.0,339.0,2.0,,,,Auburn,College Stats
399,3917007,C.President,2017,Tulsa,69.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
400,3917104,D.Chestnut,2017,New Mexico,41.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
401,3917179,J.Jones,2017,Arkansas State,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
402,3917190,W.Wand,2017,Arkansas State,69.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
403,3917202,W.Fields,2017,Georgia Southern,65.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
404,3917281,N.Gibson,2017,Mississippi State,222.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,
405,3917282,K.Mixon,2017,Mississippi State,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
406,3917315,K.Murray,2017,Oklahoma,151.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
407,3917321,K.Etwi,2017,Texas A&M,42.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
408,3917322,K.Bussey,2017,Texas A&M,256.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
409,3917540,A.Winchester,2017,Georgia State,39.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
410,3917542,T.Bateman,2017,Georgia State,100.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
411,3917569,J.Bradley,2017,Louisiana,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
412,3917581,J.Wright,2017,Louisiana,34.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
413,3917611,R.Corbin,2017,Illinois,78.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
414,3917668,A.Ingold,2017,Wisconsin,19.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
415,3917680,B.Shaw,2017,Wisconsin,365.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,
416,3917792,D.Jones,2017,Duke,526.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,
417,3917793,Q.Harris,2017,Duke,86.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,
418,3917810,T.Marshall,2017,Georgia Tech,1467.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,
419,3917812,N.Cottrell,2017,Georgia Tech,393.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
420,3917846,M.Walton,2017,Miami,428.0,56.0,4.0,112.0,CIN,RB,21.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,67.0,235.0,0.0,20.0,130.0,0.0,4.0,,,Miami (FL),College Stats
421,3917897,R.Araujo-Lopes,2017,Pittsburgh,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
422,3917911,C.Sharp,2017,Virginia,41.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
423,3917914,O.Zaccheaus,2017,Virginia,182.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
424,3917943,S.Croney,2017,Iowa State,151.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
425,3917957,C.Stanley,2017,Kansas,91.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,
426,3917964,T.Martin,2017,Kansas,286.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
427,3918001,T.Fuller,2017,Purdue,380.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,
428,3918007,J.Schopper,2017,Purdue,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
429,3918013,R.Worship,2017,Purdue,266.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
430,3918048,D.O'Neal,2017,Fresno State,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
431,3918298,J.Allen,2017,Wyoming,15.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
432,3918311,M.Hall,2017,Wyoming,73.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
433,3918322,K.Overstreet,2017,Wyoming,30.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
434,3919104,K.Whyte,2017,Florida Atlantic,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
435,3919544,M.Colburn,2017,Wake Forest,754.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,3920825,M.Farkas,2017,Ohio,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
437,3920865,V.Edwards,2017,Akron,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
438,3921571,N.Murray,2017,Florida State,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
439,3921594,C.Nash,2017,Central Connecticut,35.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
440,3921652,J.Washington,2017,San Diego State,86.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
441,3921695,Z.Zigler,2017,San Jos̩ State,33.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
442,3921706,B.Presley,2017,UNLV,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,3921708,L.Thomas,2017,UNLV,84.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
444,3921725,M.McMorris,2017,California,13.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
445,3921979,M.Jones,2017,Northern Illinois,51.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
446,3923365,D.Antoine,2017,South Florida,31.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
447,3924327,D.Lock,2017,Missouri,115.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
448,3924359,M.Denson,2017,South Carolina,154.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
449,3924365,H.Hurst,2017,South Carolina,36.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
450,3924376,A.Turner,2017,South Carolina,529.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,
451,3925346,D.Gore,2017,Louisiana Monroe,62.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
452,3925347,D.Harris,2017,Alabama,979.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,
453,3925357,C.Ridley,2017,Alabama,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
454,3925429,B.Oliveira,2017,North Dakota,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
455,3925434,J.Santiago,2017,North Dakota,24.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
456,3928256,J.Howard,2017,Utah,35.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
457,3928925,J.Hasty,2017,Baylor,314.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,
458,3928932,T.Nicholson,2017,Baylor,41.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
459,3929118,J.Smith,2017,Boston College,106.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
460,3929630,S.Barkley,2017,Penn State,1222.0,213.0,1.0,2.0,NYG,RB,21.0,2.0,14.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,362.0,1709.0,13.0,124.0,979.0,5.0,,,,Penn St.,College Stats
461,3929654,A.Robinson,2017,Penn State,55.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
462,3929778,D.Williams,2017,Indiana,70.0,20.0,7.0,226.0,DEN,RB,24.0,0.0,,,,,,,,,,,,,,,,,,Arkansas,College Stats
463,3929788,M.Majette,2017,Indiana,37.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
464,3929817,F.Davis,2017,Michigan State,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
465,3929824,B.Lewerke,2017,Michigan State,486.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,
466,3929828,L.Scott,2017,Michigan State,788.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,
467,3929831,D.Stewart,2017,Michigan State,140.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
468,3929855,C.Warren,2017,Texas,360.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,
469,3929913,I.Matthews,2017,Colorado State,106.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
470,3929927,K.Higdon,2017,Michigan,957.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,
471,3929942,C.Fox,2017,Virginia Tech,223.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
472,3929944,D.McClease,2017,Virginia Tech,457.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,
473,3930070,E.Swinney,2017,Ole Miss,195.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
474,3931356,K.Benson,2017,Georgia Tech,1221.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,
475,3931395,J.Bailey,2017,Stanford,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
476,3931398,B.Love,2017,Stanford,1973.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,
477,3931401,C.Scarlett,2017,Stanford,385.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,
478,3931425,S.Brown,2017,Arizona,38.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
479,3931434,B.Leon,2017,Arizona,81.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
480,3931766,K.Davis,2017,Marshall,74.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
481,3932222,S.Jamabo,2017,UCLA,493.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,
482,3932233,B.Olorunfunmi,2017,UCLA,573.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,
483,3932420,J.Adams,2017,Notre Dame,960.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,
484,3932449,D.Williams,2017,Notre Dame,200.0,31.0,7.0,226.0,DEN,RB,24.0,0.0,,,,,,,,,,,,,,,,,,Arkansas,College Stats
485,3932451,B.Wimbush,2017,Notre Dame,583.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,
486,3932965,J.Wildman,2017,Utah State,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
487,3935204,R.Cleveland,2017,Air Force,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
488,3935209,T.McVey,2017,Air Force,62.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
489,3935232,S.Simpson,2017,Towson,25.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
490,3935377,K.Mitchell,2017,Bethune-Cookman,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
491,3935424,B.Alleyne,2017,Delaware State,70.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
492,3939936,D.Jones,2017,Boston College,25.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
493,3945284,R.Brand,2017,Maryland,46.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
494,3953574,L.Johnson,2017,Charleston Southern,19.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
495,4027420,A.Custer,2017,Eastern Washington,26.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
496,4027916,J.Logan,2017,Northern Arizona,101.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
497,4029722,R.Harris,2017,Charleston Southern,89.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
498,4029744,G.Wall,2017,Charleston Southern,23.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
499,4030390,K.Tyler,2017,Coastal Carolina,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
500,4030773,B.Womack,2017,Morgan State,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
501,4032165,D.Morehead,2017,Furman,27.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
502,4032199,C.Blackman,2017,Central Arkansas,114.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
503,4032201,K.Crossley,2017,Central Arkansas,31.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
504,4032204,K.Ledet,2017,Central Arkansas,21.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
505,4032244,L.Ward,2017,The Citadel,40.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
506,4032456,S.Cantwell,2017,Weber State,61.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
507,4032475,K.Smith,2017,Weber State,41.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
508,4032556,J.Anderson,2017,William & Mary,18.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
509,4032559,N.Giles,2017,William & Mary,54.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
510,4032575,J.Newman,2017,Wofford,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
511,4032577,B.Morgan,2017,Wofford,31.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
512,4033387,P.Tyler,2017,Southern Utah,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
513,4033394,J.Felila,2017,Southern Utah,60.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
514,4033880,R.Stover,2017,Towson,52.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
515,4034776,P.Howard,2017,Minnesota,12.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
516,4034782,K.McCrary,2017,Minnesota,498.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,
517,4034837,T.Bryant,2017,Nebraska,406.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
518,4034860,J.Spielman,2017,Nebraska,73.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
519,4034912,J.Burke,2017,Alabama A&M,17.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
520,4034948,F.Franks,2017,Florida,16.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
521,4034952,L.Perine,2017,Florida,591.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,
522,4035004,M.Hardman,2017,Georgia,51.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
523,4035005,B.Herrien,2017,Georgia,282.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,
524,4035006,E.Holyfield,2017,Georgia,328.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,
525,4035072,B.Snell,2017,Kentucky,1529.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,
526,4035099,D.Mason,2017,Missouri,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
527,4035100,M.Wilson,2017,Missouri,89.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
528,4035102,D.Crockett,2017,Missouri,500.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
529,4035106,D.Downing,2017,Missouri,121.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
530,4035171,T.Byrd,2017,Tennessee,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
531,4035175,C.Fils-aime,2017,Tennessee,215.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
532,4035222,T.Williams,2017,Texas A&M,936.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,
533,4035277,K.Lipscomb,2017,Vanderbilt,22.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
534,4035282,D.Tennyson,2017,Vanderbilt,63.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
535,4035284,J.Wakefield,2017,Vanderbilt,115.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
536,4035312,A.Brown,2017,Boston College,210.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
